ticker,company,sector,industry,country,market_cap,pe,ps,pb,p_free_cash_flow,dividend_yield,performance_half_year,price,evebitda,bb,pe_rank,ps_rank,pb_rank,pfcf_rank,bby,shy,shy_rank,evebitda_rank,rank,ovr_rank
MBLY,Mobileye N.V.,Technology,Application Software,Israel,11230000000.0,0.0,73.09,26.71,173.53,0.0,43.52,51.81,0.0,-613000,80.77330508474576,5.720338983050848,1.9067796610169492,2.9661016949152543,0.0054585930543187885,0.0054585930543187885,37.579449152542374,44.32109308283518,173.26706765910637,7.46822033898305
MBT,Mobile TeleSystems Public Joint Stock Company,Technology,Wireless Communications,Russia,6840000000.0,10.52,1.13,3.2,0.0,9.22,-17.66,7.05,0.0,0,64.59216101694916,68.96186440677965,30.720338983050848,86.4406779661017,-0.0,9.22,86.09639830508475,44.29262738400227,381.1040680619684,83.84533898305084
MBUU,"Malibu Boats, Inc.",Consumer Goods,Recreational Vehicles,USA,265190000.0,93.74,1.2,8.13,46.52,0.0,-9.41,17.81,0.0,899000,4.502118644067797,67.39936440677965,8.60699152542373,13.1885593220339,-0.3390022248199404,-0.3390022248199404,21.29237288135593,44.26416168516937,159.25356846483038,5.2701271186440675
MBWM,Mercantile Bank Corp.,Financial,Regional - Midwest Banks,USA,334960000.0,13.57,2.98,1.04,33.16,2.95,6.66,20.35,0.0,8090000,57.494703389830505,39.98940677966102,76.90677966101694,19.809322033898304,-2.4152137568664913,0.5347862431335089,48.27860169491525,44.23569598633647,286.7145095456585,43.08792372881356
MC,Moelis & Company,Financial,Asset Management,USA,1550000000.0,18.76,3.12,4.23,182.94,4.18,-6.58,28.7,0.0,10648000,40.38665254237288,38.45338983050847,21.610169491525426,2.860169491525424,-0.6869677419354838,3.493032258064516,72.80190677966102,44.207230287503556,220.3195184230968,18.43220338983051
MCC,Medley Capital Corporation,Financial,Closed-End Fund - Equity,USA,471740000.0,40.85,3.13,0.71,0.0,14.69,-8.07,8.17,0.0,-71994000,13.71822033898305,38.29449152542373,86.86440677966102,86.97033898305084,15.261372790096239,29.951372790096237,97.00741525423729,44.178764588670646,367.03363747002663,75.97987288135593
MCD,McDonald's Corp.,Services,Restaurants,USA,91480000000.0,22.54,3.52,8.77,85.14,3.5,4.79,97.13,0.0,4008500000,31.17055084745763,34.666313559322035,7.600635593220339,6.276483050847458,-4.381832094446874,-0.8818320944468736,18.273305084745765,44.15029888983775,142.13758702543097,3.125
MCFT,MCBC Holdings Inc.,Consumer Goods,Recreational Vehicles,USA,257120000.0,0.79,1.22,0.0,0.0,0.0,0.0,14.94,0.0,72.69597457627118,66.76377118644068,97.06038135593221,86.9968220338983,0.0,34.13665254237288,44.12183319100484,401.77543488592005,89.45974576271186
MCHP,Microchip Technology Inc.,Technology,Semiconductor - Specialized,USA,8620000000.0,22.08,4.01,3.93,27.73,3.5,-18.73,40.84,0.0,-33805000,32.49470338983051,31.11758474576271,23.702330508474574,24.09957627118644,0.392169373549884,3.892169373549884,74.65572033898306,44.09336749217193,230.1632827464092,21.239406779661017
MCK,McKesson Corporation,Services,Drugs Wholesale,USA,47070000000.0,24.52,0.26,5.31,18.05,0.55,-11.69,202.53,0.0,-156000000,27.75423728813559,94.9417372881356,15.96927966101695,35.646186440677965,0.331421287444232,0.881421287444232,52.54237288135594,44.064901793339025,270.9187153526611,35.88453389830508
MCO,Moody's Corporation,Services,Business Services,USA,20760000000.0,22.93,5.97,0.0,25.18,1.31,7.75,103.63,0.0,1307800000,30.48199152542373,19.968220338983052,97.13983050847457,26.138771186440678,-6.2996146435452784,-4.989614643545279,6.567796610169492,44.03643609450612,224.33304626399763,19.703389830508474
MCRB,"Seres Therapeutics, Inc.",Healthcare,Biotechnology,USA,1580000000.0,0.0,0.0,3.69,0.0,0.0,0.0,40.56,0.0,80.79978813559322,99.47033898305084,26.032838983050848,87.44703389830508,0.0,34.03072033898305,44.00797039567321,371.78869073465626,77.78072033898306
MCRI,Monarch Casino & Resort Inc.,Services,Resorts & Casinos,USA,298850000.0,17.78,1.56,1.58,63.58,0.0,-2.87,17.6,0.0,-1664000,43.88241525423729,59.21610169491526,59.77224576271186,8.92478813559322,0.5568010707712899,0.5568010707712899,48.49046610169492,43.9795046968403,264.26552164599286,33.34216101694915
MCRN,Milacron Holdings Corp.,Industrial Goods,Diversified Machinery,USA,1200000000.0,0.0,0.99,2.11,0.0,0.0,0.0,17.9,0.0,80.82627118644068,73.17266949152543,47.24576271186441,87.68538135593221,0.0,33.97775423728814,43.951038998007405,366.8588779810583,75.8739406779661
MCS,The Marcus Corporation,Services,Entertainment - Diversified,USA,523929999.99999994,21.83,1.07,1.52,0.0,2.21,-1.71,18.99,0.0,-3278000,32.91843220338983,71.05402542372882,61.14936440677966,87.92372881355932,0.6256560990972078,2.835656099097208,68.80296610169492,43.922573299174495,365.771090248327,75.58262711864407
MCY,Mercury General Corporation,Financial,Property & Casualty Insurance,USA,2930000000.0,63.21,1.01,1.59,97.31,4.65,0.03,53.1,0.0,-8240000,7.388771186440677,72.77542372881356,59.21610169491526,5.429025423728814,0.2812286689419795,4.93122866894198,77.96610169491525,43.894107600341584,266.6695313291551,34.375
MD,"MEDNAX, Inc.",Healthcare,Specialized Health Services,USA,7730000000.0,24.39,2.98,3.43,18.98,0.0,14.2,82.19,0.0,559890000,27.9396186440678,40.04237288135593,28.36334745762712,34.03072033898305,-7.243078913324709,-7.243078913324709,3.57521186440678,43.86564190150868,177.8169130879494,8.289194915254237
MDAS,"MedAssets, Inc.",Technology,Healthcare Information Services,USA,1260000000.0,0.0,1.68,2.76,11.33,0.0,5.58,21.02,0.0,10872000,80.85275423728814,56.83262711864406,35.83156779661017,45.76271186440678,-0.8628571428571428,-0.8628571428571428,18.405720338983052,43.83717620267578,281.522557558608,40.625
MDC,MDC Holdings Inc.,Industrial Goods,Residential Construction,USA,1450000000.0,24.88,0.81,1.17,0.0,3.38,12.21,29.61,0.0,-916000,27.14512711864407,78.4957627118644,71.98093220338984,88.53283898305084,0.06317241379310345,3.4431724137931035,72.43114406779661,43.80871050384287,382.3945155885886,84.03072033898306
MDCA,MDC Partners Inc.,Services,Marketing Services,Canada,1040000000.0,0.0,0.83,0.0,10.35,4.15,-18.06,20.23,0.0,3370000,80.8792372881356,78.01906779661016,97.16631355932203,47.24576271186441,-0.32403846153846155,3.825961538461539,74.25847457627118,43.780244805009964,421.3491007372133,93.4322033898305
MDCO,The Medicines Company,Healthcare,Drugs - Generic,USA,2069999999.9999998,0.0,3.56,2.1,0.0,0.0,8.71,30.94,0.0,-18669000,80.90572033898306,34.454449152542374,47.35169491525424,88.7447033898305,0.9018840579710147,0.9018840579710147,52.86016949152542,43.75177910617706,348.06851639431267,69.09427966101694
MDLY,Medley Management Inc.,Financial,Asset Management,USA,242270000.0,10.33,2.96,103.25,0.0,9.69,-18.45,8.26,0.0,-66384000,64.96292372881356,40.22775423728814,0.5031779661016949,89.00953389830508,27.40083378049284,37.09083378049284,97.9343220338983,43.72331340734415,336.3610252717509,64.72457627118644
MDLZ,"Mondelez International, Inc.",Consumer Goods,Confectioners,USA,69610000000.0,34.02,2.14,2.85,110.14,1.57,17.72,43.2,0.0,3112000000,17.478813559322035,49.65572033898305,34.666313559322035,4.5815677966101696,-4.47062203706364,-2.9006220370636395,10.963983050847457,43.69484770851124,161.04124601359598,5.561440677966101
MDM,Mountain Province Diamonds Inc.,Basic Materials,Nonmetallic Mineral Mining,Canada,517210000.00000006,0.0,0.0,1.96,0.0,0.0,-5.52,3.25,0.0,0,80.9322033898305,99.70868644067797,50.26483050847458,89.16843220338984,-0.0,0.0,33.81885593220339,43.66638200967834,397.5593904842546,88.13559322033898
MDP,Meredith Corporation,Services,Publishing - Periodicals,USA,1970000000.0,14.14,1.24,2.0,24.87,4.28,-20.6,42.71,0.0,12909000,55.720338983050844,66.55190677966102,49.36440677966102,26.509533898305083,-0.6552791878172589,3.6247208121827414,73.25211864406779,43.63791631084543,315.03622139559116,55.32309322033898
MDR,McDermott International Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,890990000.0,0.0,0.32,0.59,0.0,0.0,45.7,3.73,0.0,274537000,80.95868644067797,92.95550847457628,88.95656779661016,89.19491525423729,-30.812579265760558,-30.812579265760558,0.211864406779661,43.60945061201252,395.88699298489394,87.52648305084746
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,Application Software,USA,2550000000.0,0.0,1.86,1.77,28.1,0.0,7.3,13.52,0.0,-101236000,81.01165254237289,53.57521186440678,54.581567796610166,23.834745762711865,3.9700392156862745,3.9700392156862745,75.0,43.58098491317962,331.58416287928134,62.76483050847458
MDSO,"Medidata Solutions, Inc.",Technology,Healthcare Information Services,USA,2770000000.0,385.31,7.57,9.31,44.39,0.0,7.44,50.09,0.0,3184000,0.9798728813559322,15.360169491525424,7.15042372881356,13.877118644067796,-0.11494584837545127,-0.11494584837545127,23.384533898305087,43.55251921434672,104.30463785841451,0.715042372881356
MDT,Medtronic plc,Healthcare,Medical Appliances & Equipment,USA,105030000000.0,27.71,5.18,1.99,35.08,2.05,-5.44,74.27,0.0,1271000000,23.490466101694913,23.54343220338983,49.496822033898304,18.405720338983052,-1.2101304389222127,0.8398695610777871,51.95974576271186,43.524053515513806,210.42023995619178,15.439618644067796
MDU,MDU Resources Group Inc.,Industrial Goods,General Building Materials,USA,3450000000.0,0.0,0.78,1.36,0.0,4.12,-21.09,17.71,0.0,-126191000,81.03813559322035,79.6875,65.88983050847457,89.5656779661017,3.657710144927536,7.777710144927536,84.0042372881356,43.495587816680896,443.68096917261306,96.39830508474576
MDVN,"Medivation, Inc.",Healthcare,Biotechnology,USA,7470000000.0,29.12,9.57,13.73,31.28,0.0,-19.23,91.43,0.0,-36166000,21.84851694915254,12.73834745762712,3.9459745762711864,21.265889830508474,0.48414993306559573,0.48414993306559573,47.45762711864407,43.46712211784799,150.72347805005137,4.13135593220339
MDXG,"MiMedx Group, Inc.",Healthcare,Medical Appliances & Equipment,USA,997620000.0,61.07,6.25,10.41,48.9,0.0,-4.58,9.16,0.0,13024000,7.786016949152542,18.61758474576271,6.170550847457627,12.288135593220339,-1.3055071069144564,-1.3055071069144564,16.52542372881356,43.43865641901509,104.82636828342187,0.7415254237288136
MED,Medifast Inc.,Services,"Specialty Retail, Other",USA,331630000.0,17.92,1.2,3.77,15.35,0.0,-15.55,27.59,0.0,19668000,43.43220338983051,67.42584745762711,25.344279661016948,39.64512711864407,-5.930705907185719,-5.930705907185719,5.13771186440678,43.41019072018218,224.3953602117076,19.75635593220339
MEG,"Media General, Inc.",Services,Broadcasting - TV,USA,1530000000.0,31.47,1.54,1.04,0.0,0.0,-28.64,11.96,0.0,0,19.835805084745765,59.878177966101696,76.85381355932203,89.7510593220339,-0.0,0.0,33.659957627118644,43.381725021349276,323.3605385806713,58.89830508474576
MEI,"Methode Electronics, Inc.",Technology,Diversified Electronics,USA,966670000.0,9.81,1.1,2.13,11.16,1.43,-35.31,25.2,0.0,-4000000,65.67796610169492,70.20656779661016,46.92796610169492,45.97457627118644,0.4137916765804256,1.8437916765804254,61.52012711864406,43.353259322516365,333.6604627123468,63.82415254237288
MELI,"Mercadolibre, Inc.",Services,Catalog & Mail Order Houses,Argentina,4700000000.0,53.0,7.69,13.66,32.92,0.38,-18.89,106.54,0.0,2714000,9.533898305084746,15.201271186440678,4.025423728813559,19.99470338983051,-0.05774468085106384,0.3222553191489362,44.72987288135593,43.32479362368346,136.8099631152089,2.621822033898305
MEMP,Memorial Production Partners LP,Basic Materials,Independent Oil & Gas,USA,456720000.0,550.0,0.99,0.55,0.0,40.0,-65.57,5.5,0.0,-541334000,0.5826271186440678,73.22563559322035,89.3802966101695,89.9364406779661,118.52644946575583,158.52644946575583,99.94703389830508,43.29632792485055,396.3683618231557,87.71186440677965
MENT,Mentor Graphics Corp.,Technology,Technical & System Software,USA,2910000000.0,18.98,2.27,2.25,21.6,0.88,0.24,25.05,0.0,-6356000,39.751059322033896,47.61652542372881,44.65042372881356,30.3760593220339,0.21841924398625429,1.0984192439862543,55.402542372881356,43.26786222601765,261.0644723955092,31.753177966101692
MEOH,Methanex Corporation,Basic Materials,Specialty Chemicals,Canada,3590000000.0,12.5,1.34,2.06,0.0,2.78,-22.39,39.5,0.0,0,60.11652542372882,63.82415254237288,48.06673728813559,90.3072033898305,-0.0,2.78,68.51165254237289,43.239396527184745,374.0656677136254,81.06461864406779
MEP,"Midcoast Energy Partners, L.P.",Basic Materials,Independent Oil & Gas,USA,492310000.0,0.0,0.11,0.3,0.0,13.21,-25.42,10.67,0.0,239700000,81.06461864406779,97.32521186440678,91.39300847457628,90.67796610169492,-48.688834271089355,-35.478834271089355,0.13241525423728812,43.210930828351835,403.80415116733485,89.98940677966102
MERC,Mercer International Inc.,Consumer Goods,Paper & Paper Products,Canada,688860000.0,5.68,0.62,1.76,7.74,4.31,-23.66,10.68,0.0,83000,70.60381355932203,84.21610169491525,54.608050847457626,50.76800847457628,-0.012048892372905962,4.297951107627093,76.1917372881356,43.18246512951893,379.57017699392566,83.47457627118644
MET,"MetLife, Inc.",Financial,Life Insurance,USA,55340000000.0,8.38,0.76,0.8,4.25,3.03,-1.2,49.55,0.0,443000000,68.2468220338983,80.11122881355932,84.79872881355932,53.57521186440678,-0.8005059631369715,2.229494036863028,64.72457627118644,43.15399943068602,394.6105672272962,87.23516949152543
METR,"Metro Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,413180000.0,20.31,3.76,1.56,12.6,0.95,15.9,29.45,6450000,36.652542372881356,32.94491525423729,60.19597457627118,43.72351694915254,-1.5610629749745875,-0.6110629749745875,19.703389830508474,50,243.22033898305088,25.31779661016949
MFA,"MFA Financial, Inc.",Financial,REIT - Diversified,USA,2700000000.0,8.9,5.08,0.86,0.0,10.96,-3.16,7.3,0.0,-19416000,67.34639830508475,24.1260593220339,82.94491525423729,90.75741525423729,0.719111111111111,11.679111111111112,88.7447033898305,43.12553373185312,397.04502525727685,87.92372881355932
MFC,Manulife Financial Corporation,Financial,Life Insurance,Canada,30610000000.0,13.39,0.92,1.13,3.69,3.35,-8.65,15.53,0.0,0,57.97139830508474,75.13241525423729,73.27860169491525,53.972457627118644,-0.0,3.35,71.82203389830508,43.09706803302021,375.2739748126813,81.43538135593221
MFG,"Mizuho Financial Group, Inc.",Financial,Foreign Regional Banks,Japan,48280000000.0,10.0,2.06,0.73,0.0,3.08,5.98,3.9,0.0,0,65.41313559322035,50.76800847457628,86.52012711864407,90.88983050847457,-0.0,3.08,70.44491525423729,43.068602334187304,407.10461928333984,90.73093220338984
MFLX,"Multi-Fineline Electronix, Inc.",Technology,Printed Circuit Boards,USA,433850000.0,10.29,0.63,1.24,8.68,0.0,-3.1,17.81,0.0,-35000,65.01588983050848,83.97775423728814,69.83580508474576,49.78813559322034,0.00806730436786908,0.00806730436786908,37.6853813559322,43.0401366353544,349.3431027370493,69.54449152542372
MFRM,Mattress Firm Holding Corp.,Services,"Specialty Retail, Other",USA,2109999999.9999998,49.51,1.04,4.58,64.67,0.0,0.67,59.91,0.0,-5983000,10.354872881355933,71.79555084745762,19.385593220338983,8.739406779661017,0.2835545023696683,0.2835545023696683,43.88241525423729,43.01167093652149,197.1695099195723,12.817796610169491
MG,"Mistras Group, Inc.",Services,Security & Protection Services,USA,426770000.0,27.04,0.6,1.74,12.3,0.0,-23.67,14.87,0.0,-634000,24.284957627118644,84.66631355932203,55.217161016949156,44.20021186440678,0.14855777116479602,0.14855777116479602,41.313559322033896,42.98320523768859,292.6654086275191,45.86864406779661
MGA,Magna International Inc.,Services,Auto Parts Wholesale,Canada,20000000000.0,10.34,0.59,2.2,46.61,1.81,-5.44,48.6,0.0,0,64.9364406779661,84.93114406779661,45.815677966101696,13.135593220338984,-0.0,1.81,61.17584745762712,42.95473953885568,312.9494429286862,54.608050847457626
MGEE,MGE Energy Inc.,Utilities,Diversified Utilities,USA,1360000000.0,19.33,2.37,2.03,0.0,2.88,-8.74,39.24,0.0,0,38.983050847457626,46.29237288135593,48.516949152542374,91.4989406779661,-0.0,2.88,69.35911016949152,42.92627384002277,337.57669756883627,65.20127118644068
MGI,Moneygram International Inc.,Financial,Credit Services,USA,473920000.0,0.0,0.34,0.0,0.0,0.0,4.22,8.9,0.0,16700000,81.09110169491525,92.31991525423729,97.29872881355932,91.57838983050848,-3.5238014854827817,-3.5238014854827817,9.639830508474576,42.89780814118986,414.82577424288473,92.34639830508475
MGIC,Magic Software Enterprises Ltd.,Technology,Application Software,Israel,293430000.0,17.97,1.77,1.47,50.59,3.02,-7.57,6.29,0.0,0,43.22033898305085,54.81991525423729,62.76483050847458,11.94385593220339,-0.0,3.02,70.07415254237289,42.86934244235696,285.69243566269597,42.63771186440678
MGLN,"Magellan Health, Inc.",Healthcare,Health Care Plans,USA,1540000000.0,25.24,0.38,1.27,12.98,0.0,-9.2,57.05,0.0,133095000,26.615466101694917,91.47245762711864,68.72351694915254,43.27330508474576,-8.642532467532467,-8.642532467532467,2.56885593220339,42.840876743524056,275.4944784384393,38.215042372881356
MGM,MGM Resorts International,Services,Resorts & Casinos,USA,11590000000.0,0.0,1.21,1.95,0.0,0.0,-8.69,20.59,0.0,0,81.11758474576271,67.24046610169492,50.529661016949156,92.90254237288136,-0.0,0.0,33.02436440677966,42.812411044691146,367.62702968875897,76.35063559322035
MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,USA,961700000.0,0.0,9.44,3.99,0.0,0.0,-19.95,28.12,0.0,-63519000,81.14406779661016,12.976694915254235,23.358050847457626,93.00847457627118,6.604866382447749,6.604866382447749,81.91207627118644,42.78394534585824,335.18330975263785,64.35381355932203
MGPI,MGP Ingredients Inc.,Consumer Goods,Processed & Packaged Goods,USA,249150000.0,9.46,0.78,2.1,25.95,0.43,-6.75,14.1,0.0,301000,66.3135593220339,79.3697033898305,47.378177966101696,25.344279661016948,-0.12081075657234598,0.309189243427654,44.41207627118644,42.75547964702533,305.57327625719483,51.32415254237288
MGRC,McGrath Rentcorp,Services,Rental & Leasing Services,USA,638280000.0,15.08,1.55,1.51,0.0,4.04,-20.43,24.73,0.0,247000,53.09851694915254,59.58686440677966,61.41419491525424,93.93538135593221,-0.038697750203672374,4.0013022497963275,75.21186440677965,42.72701394819243,385.97383598209075,85.22245762711864
MHFI,"McGraw Hill Financial, Inc.",Services,Business Services,USA,26290000000.0,0.0,5.09,34.58,0.0,1.37,-7.06,96.48,0.0,141000000,81.19703389830508,24.046610169491526,1.350635593220339,93.96186440677965,-0.5363255990871053,0.8336744009128948,51.880296610169495,42.69854824935952,295.1349889273256,46.82203389830508
MHG,Marine Harvest ASA,Consumer Goods,Farm Products,Norway,5250000000.0,58.3,1.67,2.44,0.0,5.49,-6.27,11.66,0.0,0,8.236228813559322,57.04449152542372,41.23411016949153,94.1207627118644,-0.0,5.49,79.42266949152543,42.670082550526615,322.72834526239103,58.686440677966104
MHK,Mohawk Industries Inc.,Consumer Goods,Home Furnishings & Fixtures,USA,14800000000.0,29.01,1.88,3.18,50.77,0.0,9.24,200.18,0.0,0,21.90148305084746,53.52224576271186,30.95868644067797,11.890889830508474,-0.0,0.0,32.9978813559322,42.64161685169371,193.91280329237168,11.970338983050848
